Vasodilation,D014664,G09.330.380.928
Vasodilator Agents,D014665,D27.505.954.411.918
Vasomotor System,D014666,A08.800.050.800.900
Vasopressins,D014667,D06.472.699.631.692.781; D12.644.400.900; D12.644.456.925; D12.644.548.691.692.781; D12.776.631.650.937
Vasotocin,D014668,D06.472.699.631.692.881; D12.644.548.691.692.881
Vasovasostomy,D014669,E04.035.956; E04.950.599.500.800; E04.950.774.860.956
Ampulla of Vater,D014670,A03.159.183.079.300.950; A03.556.124.684.124.236; A03.556.875.249.160; A03.734.667.500
Vatican City,D014671,Z01.542.961
Vectorcardiography,D014672,E01.370.370.380.240.850; E01.370.405.240.850
Vecuronium Bromide,D014673,D04.210.500.054.040.920
"Plant Proteins, Dietary",D014674,D12.776.256.920; D12.776.765.836; G07.203.300.428.920; J02.500.428.920
Vegetables,D014675,B01.650.160.956; B01.650.510.956; G07.203.300.850; J02.500.850
"Diet, Vegetarian",D014676,E02.642.249.278.500; G07.203.650.240.278.500
Pharmaceutical Vehicles,D014677,D26.650.700; D27.720.744.770; E02.319.300.754
Veillonella,D014678,B03.440.425.410.800.938
Veins,D014680,A07.015.908
Velopharyngeal Insufficiency,D014681,C07.465.525.955; C07.550.966; C07.650.525.955; C09.775.955; C16.131.850.525.955
"Vena Cava, Inferior",D014682,A07.015.908.949.648
"Vena Cava, Superior",D014683,A07.015.908.949.815
Venae Cavae,D014684,A07.015.908.949
"Venereal Tumors, Veterinary",D014685,C04.588.945.956; C22.950
Venereology,D014686,H02.403.909
Venezuela,D014687,Z01.107.757.943
Venoms,D014688,A12.200.935; D20.888; D23.946.833
Venous Insufficiency,D014689,C14.907.952
Venous Pressure,D014690,G09.330.380.076.732
Ventilation,D014691,N06.230.150.520
Ventilation-Perfusion Ratio,D014692,E01.370.386.700.650.900; G09.772.920
Ventricular Fibrillation,D014693,C14.280.067.922; C23.550.073.922
Ventricular Outflow Obstruction,D014694,C14.280.955
Cerebral Ventriculography,D014695,E01.370.350.578.937.190; E01.370.350.700.560.190; E01.370.376.537.750.190; E05.629.937.190
Ventriculostomy,D014696,E04.035.188.957; E04.525.170.860
Ventromedial Hypothalamic Nucleus,D014697,A08.186.211.180.497.352.953; A08.186.211.200.317.357.352.953
Venturicidins,D014698,D02.540.800
Venules,D014699,A07.015.461.920; A07.015.908.952
Verapamil,D014700,D02.092.471.683.953
Veratridine,D014701,D03.132.920.256.679; D03.633.400.256.679
Veratrine,D014702,D03.132.920.256.815; D03.633.400.256.815
Veratrum,D014703,B01.875.800.575.912.250.618.875.625.920
Veratrum Alkaloids,D014704,D03.132.920
Verbal Behavior,D014705,F01.145.209.908
Verbal Learning,D014706,F02.463.425.952
Vermont,D014707,Z01.107.567.875.550.880
Vernix Caseosa,D014708,A12.200.946; A16.378.857
Vero Cells,D014709,A11.251.210.955; A11.436.955
"Version, Fetal",D014710,E04.520.252.996
Vertebral Artery,D014711,A07.015.114.955
"Viruses, Unclassified",D014713,B04.970
Vertebrates,D014714,B01.050.150.900
Vertebrobasilar Insufficiency,D014715,C10.228.140.300.150.956; C14.907.253.092.956
Vertical Dimension,D014716,E06.276.459.733
Vertigo,D014717,C09.218.568.900.883; C10.597.951; C23.888.592.958
Vesico-Ureteral Reflux,D014718,C12.050.351.968.829.920; C12.200.777.829.920; C12.950.829.920
Vesicovaginal Fistula,D014719,C12.050.351.500.894.767.500; C12.050.351.875.881.312.733; C12.050.351.968.829.548.733; C12.100.250.894.767.500; C12.950.829.548.733; C23.300.575.825.250.775; C23.300.575.925.816
Vesicular Exanthema of Swine,D014720,C01.925.782.160.927; C22.905.927
Vesicular stomatitis Indiana virus,D014721,B04.820.480.937.750.900.900
"Vestibule, Labyrinth",D014722,A09.246.300.909; A09.923.500
Vestibular Aqueduct,D014723,A09.246.300.909.957; A09.923.500.957
Vestibular Function Tests,D014724,E01.370.382.900
Vestibular Nerve,D014725,A08.800.800.120.910.900; A09.923.250
Vestibular Nuclei,D014726,A08.186.211.132.810.428.600.800; A09.923.375
Vestibuloplasty,D014727,E04.545.550.800; E06.645.550.800
Veterans,D014728,M01.930
Veterans Disability Claims,D014729,N03.219.521.346.733
Veterinary Medicine,D014730,H02.956
"Veterinary Service, Military",D014731,H02.956.858
Vibration,D014732,G01.374.930
Vibrio,D014733,B03.440.450.900.859; B03.660.250.830.830
Vibrio cholerae,D014734,B03.440.450.900.859.225; B03.660.250.830.830.100
Vibrio Infections,D014735,C01.150.252.400.959
Vibrio parahaemolyticus,D014736,B03.440.450.900.859.550; B03.660.250.830.830.590
Vibrionaceae,D014737,B03.440.450.900; B03.660.250.830
Vibrissae,D014738,A13.950
Victoria,D014739,Z01.639.100.992; Z01.678.100.373.992
Vidarabine,D014740,D03.633.100.759.590.138.900; D13.570.065.950; D13.570.583.138.900
Video Recording,D014741,L01.280.960
Videodisc Recording,D014742,J01.897.280.500.668.800; J01.897.280.500.898.800; L01.280.960.800; L01.462.500.590.875.800; L01.462.500.820.090.668.800; L01.462.500.820.090.898.800
Videotape Recording,D014743,J01.897.280.500.846.734; J01.897.280.500.898.840; L01.280.940.840; L01.280.960.880; L01.462.500.590.875.840; L01.462.500.820.090.846.734; L01.462.500.820.090.898.840
Vietnam,D014744,Z01.252.145.945
Viloxazine,D014745,D03.383.533.640.900
Vimentin,D014746,D05.750.078.593.900; D12.776.220.475.900
Vinblastine,D014747,D03.132.436.681.827.650; D03.633.100.473.402.681.827.650; D03.633.100.496.500.500.681.827.650
Vinca Alkaloids,D014748,D03.132.436.681.827; D03.633.100.473.402.681.827; D03.633.100.496.500.500.681.827
Vincamine,D014749,D03.132.436.681.827.750; D03.633.100.473.402.681.827.750; D03.633.100.496.500.500.681.827.750
Vincristine,D014750,D03.132.436.681.827.817; D03.633.100.473.402.681.827.817; D03.633.100.496.500.500.681.827.817
Vindesine,D014751,D03.132.436.681.827.830; D03.633.100.473.402.681.827.830; D03.633.100.496.500.500.681.827.830
Vinyl Chloride,D014752,D02.455.326.271.884.750; D02.455.526.439.975
Vinyl Compounds,D014753,D02.455.326.271.884
Violence,D014754,I01.198.240.856; I01.880.735.900
Viologens,D014755,D03.383.725.762.925
Viomycin,D014756,D04.345.566.875; D12.644.641.875
Viper Venoms,D014757,D20.888.850.960; D23.946.833.850.960
Viral Core Proteins,D014758,D12.776.964.970.600.850
Viral Envelope Proteins,D014759,D09.400.430.890.993; D12.776.395.550.993; D12.776.543.550.993; D12.776.964.970.880
Viral Fusion Proteins,D014760,D12.776.543.512.500; D12.776.964.970.880.910
Viral Hepatitis Vaccines,D014761,D20.215.894.899.955
Viral Interference,D014762,G06.920.800
Viral Matrix Proteins,D014763,D12.776.964.970.880.940
Viral Proteins,D014764,D12.776.964
Viral Vaccines,D014765,D20.215.894.899
Viremia,D014766,C01.925.937; C23.550.470.790.500.900
United States Virgin Islands,D014767,Z01.107.084.900.970; Z01.639.880.970
Virginia,D014768,Z01.107.567.875.075.837; Z01.107.567.875.750.870
Virginiamycin,D014769,D04.345.566.802.875; D12.644.641.802.875
Virilism,D014770,C23.888.971
Virion,D014771,A21.249
Viroids,D014772,B04.956
Virology,D014773,H01.158.273.540.859
Virulence,D014774,G06.930
Virus Activation,D014775,G06.920.925.940
Virus Cultivation,D014776,E01.370.225.875.970; E05.200.875.970
Virus Diseases,D014777,C01.925
Virus Replication,D014779,G06.920.925
Viruses,D014780,B04
Viscera,D014781,A01.960
Visceral Prolapse,D014782,C06.405.937; C23.300.842.624.875
Viscosity,D014783,G02.930
Mistletoe,D014784,B01.875.800.575.912.250.735
"Vision, Ocular",D014785,F02.830.816.964; G02.111.820.480.900; G04.835.480.900; G11.561.790.964; G14.935
Vision Disorders,D014786,C10.597.751.941; C11.966; C23.888.592.763.941
Vision Tests,D014787,E01.370.380.850
"Vision, Entoptic",D014788,F02.830.816.964.730; G11.561.790.964.730; G14.935.730
Visitors to Patients,D014789,M01.935
Visna-maedi virus,D014790,B04.820.650.589.600.900
Visual Acuity,D014792,E01.370.380.850.950; F02.463.593.932.901; G14.940
Visual Cortex,D014793,A08.186.211.200.885.287.500.571.735; A08.186.211.200.885.287.500.814.953
Visual Fields,D014794,F02.463.593.932.934; G14.950
Visual Pathways,D014795,A08.612.220.860
Visual Perception,D014796,F02.463.593.932
Vital Capacity,D014797,E01.370.386.700.485.750.900; G09.772.850.970
Vital Statistics,D014798,E05.318.308.985; N01.224.935; N06.850.505.400.975; N06.850.520.308.985
Vitalism,D014799,K01.752.935
Vitallium,D014800,D01.220.175.950; D01.552.033.182.900; D25.058.224.735; D25.339.208.224.959; J01.637.051.058.224.735; J01.637.051.339.208.224.959
Vitamin A,D014801,D02.455.326.271.665.202.495.818; D02.455.426.392.368.367.379.249.700.860; D02.455.849.131.495.818; D02.455.849.291.925; D23.767.261.700.860
Vitamin A Deficiency,D014802,C18.654.521.500.133.628
Vitamin B Complex,D014803,D27.505.696.494.600.708
Vitamin B Deficiency,D014804,C18.654.521.500.133.699
Vitamin B 12,D014805,D03.383.129.578.840.437.777; D03.633.400.909.437.777; D04.345.783.437.777
Vitamin B 12 Deficiency,D014806,C18.654.521.500.133.699.923
Vitamin D,D014807,D04.210.500.812.768
Vitamin D Deficiency,D014808,C18.654.521.500.133.770
Vitamin D-Binding Protein,D014809,D12.776.157.920
Vitamin E,D014810,D03.383.663.283.909; D03.633.100.150.909
Vitamin E Deficiency,D014811,C18.654.521.500.133.841
Vitamin K,D014812,D02.455.426.559.847.638.721.374; D02.455.849.291.523.500; D04.615.638.721.374
Vitamin K Deficiency,D014813,C15.378.100.920; C15.378.463.841; C18.654.521.500.133.912
Vitamin U,D014814,D02.886.030.676.950; D12.125.166.676.950
Vitamins,D014815,D27.505.696.494.600; G07.203.300.681.500.600; J02.500.681.500.600
Vitelline Duct,D014816,A16.920
Vitelline Membrane,D014817,A16.690.886
Vitellogenesis,D014818,G04.152.650.249.880; G08.686.784.310.500.880
Vitellogenins,D014819,D12.776.093.500.925; D12.776.290.812.500; D12.776.744.925
Vitiligo,D014820,C17.800.621.440.895
Vitrectomy,D014821,E04.540.960
Vitreous Body,D014822,A09.371.714.500
Vitreous Hemorrhage,D014823,C11.290.960; C23.550.414.756.887
Vivisection,D014824,E05.017.900
Vocabulary,D014825,L01.559.598.901
Vocal Cord Paralysis,D014826,C08.360.931; C09.400.931; C10.292.887.800; C10.597.622.943; C23.888.592.636.943
Vocal Cords,D014827,A04.329.364.737
"Vocalization, Animal",D014828,F01.145.113.055.800
Vocational Education,D014829,I02.233.862
Vocational Guidance,D014830,F02.784.629.937; F02.784.692.887
Voice,D014831,G09.772.925
Voice Disorders,D014832,C08.360.940; C09.400.940; C10.597.975; C23.888.592.979
Voice Quality,D014833,G09.772.925.960
Voice Training,D014834,E02.760.169.063.500.727.862; E02.831.727.862
Volatilization,D014835,G01.645.750; G02.734.933
Volition,D014836,F02.463.902
Voluntary Health Agencies,D014837,N03.540.630.780
Volunteers,D014838,M01.955
Vomiting,D014839,C23.888.821.937
"Vomiting, Anticipatory",D014840,C23.888.821.937.080
von Willebrand Factor,D014841,D12.776.124.125.920; D23.119.985
von Willebrand Diseases,D014842,C15.378.100.100.900; C15.378.100.141.900; C15.378.140.900; C15.378.463.920; C16.320.099.920
Voyeurism,D014843,F03.657.900
Vulva,D014844,A05.360.319.887
Vulvar Diseases,D014845,C12.050.351.500.944; C12.100.250.944
Vulvar Neoplasms,D014846,C04.588.945.418.968; C12.050.351.500.944.819; C12.050.351.937.418.968; C12.100.250.944.819; C12.900.418.968
Vulvitis,D014847,C12.050.351.500.944.902; C12.100.250.944.902
Vulvovaginitis,D014848,C12.050.351.500.894.906.820; C12.050.351.500.944.902.737; C12.100.250.894.906.820; C12.100.250.944.902.737
Waardenburg Syndrome,D014849,C16.131.077.938
Waiting Lists,D014850,N04.452.095.738
Wakefulness,D014851,F02.830.104.821; G11.561.035.738
Wales,D014852,Z01.542.363.914
Walkers,D014853,E07.858.442.980
Lateral Medullary Syndrome,D014854,C10.228.140.300.150.477.100.500; C10.228.140.300.775.200.100.500; C14.907.253.092.477.100.500; C14.907.253.855.200.100.500; C23.550.513.355.250.100.500; C23.550.717.489.250.100.500
Wallerian Degeneration,D014855,C23.550.737.750
Walruses,D014856,B01.050.150.900.649.313.750.250.821
Warfare,D014857,I01.880.735.950.500
War Crimes,D014858,I01.198.240.903; I01.880.735.950.500.903
Warfarin,D014859,D03.383.663.283.446.520.914; D03.633.100.150.446.520.914
Warts,D014860,C01.925.256.650.810; C01.925.825.810; C01.925.928.914; C17.800.838.790.810
Washington,D014861,Z01.107.567.875.560.900; Z01.107.567.875.580.900
Wasp Venoms,D014862,D20.888.065.970; D23.946.833.065.970
Wasps,D014863,B01.050.500.131.617.720.500.500.875.900
"Waste Disposal, Fluid",D014865,N06.850.780.200.800.800.890; N06.850.860.510.900.600.900
Waste Products,D014866,D20.944; N06.850.460.710
Water,D014867,D01.045.250.875; D01.248.497.158.459.650; D01.650.550.925
Water Deprivation,D014868,F01.658.938
Water Intoxication,D014869,C18.452.950.932; C25.723.932
"Water Loss, Insensible",D014870,G02.111.635.500.750; G03.615.500.750; G07.410.810.500.750
Water Microbiology,D014871,H01.158.273.540.274.777; N06.850.425.450
Water Movements,D014872,G16.500.971; N06.230.132.644.750; N06.230.850
Water Pollutants,D014873,D27.888.284.903
"Water Pollutants, Chemical",D014874,D27.888.284.903.655
"Water Pollutants, Radioactive",D014875,D20.693.903; D27.888.284.903.821
Water Pollution,D014876,N06.850.460.790
"Water Pollution, Chemical",D014877,N06.850.460.790.410
"Water Pollution, Radioactive",D014878,N06.850.460.790.460; N06.850.810.530
Water Softening,D014880,N06.850.860.510.910
Water Supply,D014881,J01.293.821.500
Water-Electrolyte Balance,D014882,G02.111.635.500; G03.615.500; G07.410.810.500
Water-Electrolyte Imbalance,D014883,C18.452.950
Waterhouse-Friderichsen Syndrome,D014884,C01.150.252.223.500.750.500; C01.150.252.400.625.549.449.800; C01.207.180.500.750.500; C10.228.228.180.500.750.500; C10.586.625.280.505.904; C15.378.100.802.843; C15.378.463.950; C19.053.500.740; C23.550.414.950.843; C23.888.885.687.843
Waxes,D014885,D10.945
Weaning,D014886,G07.203.650.220.500.750; G07.203.650.915
Weather,D014887,G16.500.275.063.725; G16.500.750.775; N06.230.300.100.725
Wechsler Scales,D014888,F04.711.141.493.822
Granulomatosis with Polyangiitis,D014890,C08.381.483.950; C14.907.940.897.249.750; C17.800.862.105.875; C20.111.193.875
Weight Lifting,D014891,I03.450.642.845.950
Weight Perception,D014892,F02.463.593.959
Weightlessness,D014893,G01.060.350.369.400.900
Weights and Measures,D014894,E05.978
Weil Disease,D014895,C01.150.252.400.794.511.739
Welding,D014896,J01.576.655.875.400.900
Spinal Muscular Atrophies of Childhood,D014897,C10.228.854.468.800; C10.574.500.812; C10.574.562.500.750; C10.668.467.500.750; C16.320.400.765
Werner Syndrome,D014898,C16.320.925; C18.452.284.960
Wernicke Encephalopathy,D014899,C10.228.140.163.960; C18.452.132.960; C18.654.521.500.133.699.827.822; C25.775.100.625; F03.900.100.875
West Indies,D014900,Z01.107.084.900; Z01.639.880
West Nile Fever,D014901,C01.207.245.340.300.887; C01.207.399.750.300.887; C01.920.313.156.950; C01.920.852.500.950; C01.925.081.343.950; C01.925.182.525.300.850; C01.925.782.310.950; C01.925.782.350.250.900; C10.228.140.430.520.750.300.887; C10.228.228.245.340.300.887; C10.228.228.399.750.300.887; C10.586.250.520.750.300.887
West Nile virus,D014902,B04.820.230.475.950; B04.820.578.344.350.300.950
West Virginia,D014903,Z01.107.567.875.075.900; Z01.107.567.875.750.900
Western Australia,D014904,Z01.639.100.996; Z01.678.100.373.996
Independent State of Samoa,D014905,Z01.639.760.815.800.400; Z01.678.101.815.800.400
Wetting Agents,D014906,D27.720.877.974
Whales,D014907,B01.050.150.900.649.313.875.865
Triticum,D014908,B01.875.800.575.912.250.822.918
Wheat Germ Agglutinins,D014909,D12.776.503.499.968; D12.776.765.678.968
Wheelchairs,D014910,E07.796.980
Whiplash Injuries,D014911,C26.700.500
White Muscle Disease,D014912,C22.595.740
Whole Blood Coagulation Time,D014914,E01.370.225.625.115.950; E05.200.625.115.950; G09.188.960
Whole-Body Counting,D014915,E05.799.950
Whole-Body Irradiation,D014916,E02.815.814; E05.980
Whooping Cough,D014917,C01.150.252.400.143.500; C01.748.969; C08.730.969
Wills,D014918,I01.880.604.583.927
Wind,D014919,G16.500.175.249.200; G16.500.275.063.725.154.200; G16.500.750.775.780; N06.230.132.644.875; N06.230.300.100.150.185.200; N06.230.300.100.725.780
Wine,D014920,G07.203.100.100.900; G07.203.100.559.968; G07.203.200.563.968; J02.200.100.900; J02.200.559.968; J02.350.594.968
"Wings, Animal",D014921,A13.395.823
Wisconsin,D014922,Z01.107.567.875.350.900; Z01.107.567.875.510.900
Wiskott-Aldrich Syndrome,D014923,C15.378.100.100.970; C15.378.243.750.605.900; C15.378.463.960; C15.378.553.546.605.900; C16.320.099.970; C16.320.322.937; C16.320.798.875; C20.673.627.900; C20.673.795.875
Wissler's Syndrome,D014924,C05.550.114.843.823; C05.799.825.823; C20.543.928
Wit and Humor as Topic,D014925,F01.100.960; K01.517.946
Wolff-Parkinson-White Syndrome,D014927,C14.280.067.780.977; C14.280.123.750.977; C16.131.240.400.980
Wolffian Ducts,D014928,A16.935
Wolfram Syndrome,D014929,C09.218.458.341.186.500.750; C10.292.700.225.500.980; C10.574.500.662.980; C10.597.751.418.341.186.500.750; C10.597.751.941.162.625.750; C11.270.564.980; C11.640.451.451.980; C11.966.075.375.750; C12.050.351.968.419.135.875; C12.200.777.419.135.875; C12.950.419.135.875; C16.131.077.299.750; C16.320.290.564.980; C16.320.400.630.980; C18.452.394.750.124.960; C19.246.267.960; C19.700.159.875
Women,D014930,M01.975
"Women, Working",D014931,M01.975.825
Women's Health Services,D014932,N02.421.920
Women's Rights,D014933,I01.880.604.473.850; N03.706.437.850
Wood,D014934,A18.450.500.500; J01.637.241.900
Wool,D014935,A13.970; A17.360.855
Word Association Tests,D014936,F04.711.647.905
Work,D014937,I03.946
Work Capacity Evaluation,D014938,E01.370.400.925
Work of Breathing,D014939,E01.370.386.700.975; G09.772.965
Work Schedule Tolerance,D014940,I03.946.225.375; N04.452.677.650.375
Work Simplification,D014941,F02.784.412.846.853; F02.784.692.746.853
Workers' Compensation,D014942,N03.219.521.346.866; N03.219.521.576.300.900
Global Health,D014943,H02.403.371; N01.400.337
World Health Organization,D014944,N03.540.514.718.800
Wound Healing,D014945,G16.762.891
Wound Infection,D014946,C01.947
Wounds and Injuries,D014947,C26
"Wounds, Gunshot",D014948,C26.986.900
"Wounds, Nonpenetrating",D014949,C26.974
"Wounds, Penetrating",D014950,C26.986
"Wounds, Stab",D014951,C26.986.950
Wrestling,D014952,I03.450.642.845.975
Wrist,D014953,A01.378.800.875
Wrist Injuries,D014954,C26.088.906
Wrist Joint,D014955,A02.835.583.405.930
Writing,D014956,L01.559.423.906
Wuchereria,D014957,B01.050.500.500.294.400.937.463.708
Wuchereria bancrofti,D014958,B01.050.500.500.294.400.937.463.708.150
Wyoming,D014959,Z01.107.567.875.560.925
X Chromosome,D014960,A11.284.187.865.982; G05.360.162.865.982
X-Ray Diffraction,D014961,E05.196.309.742; E05.196.822.950; G01.867.950; G02.965
X-Ray Film,D014962,E07.960
X-Ray Intensifying Screens,D014963,E07.970
X-Ray Therapy,D014964,E02.815.907
X-Rays,D014965,G01.358.500.505.970; G01.750.250.970; G01.750.750.918
Xanthenes,D014966,D03.633.300.953
Xanthine Dehydrogenase,D014968,D08.811.682.047.892
Xanthine Oxidase,D014969,D08.811.682.047.928
Xanthines,D014970,D03.132.960; D03.633.100.759.758.824
Xanthinol Niacinate,D014971,D03.066.515.950; D03.383.725.547.950; D03.633.100.759.758.824.751.950
"Xanthogranuloma, Juvenile",D014972,C15.604.250.410.900; C17.800.973
Xanthomatosis,D014973,C18.452.584.750
Xanthomonas,D014974,B03.440.400.425.967.930; B03.660.250.915.930
Lutein,D014975,D02.455.326.271.665.202.868.500; D02.455.426.392.368.367.379.249.887.500; D02.455.849.131.868.500; D23.767.261.887.500
Xanthopterin,D014976,D03.633.100.733.631.825; D23.767.831.742
Xanthurenates,D014977,D03.066.942
Xenon,D014978,D01.268.613.900; D01.362.641.918
Xenon Isotopes,D014979,D01.268.613.900.500; D01.362.641.918.500; D01.496.920
Xenon Radioisotopes,D014980,D01.268.613.900.500.700; D01.362.641.918.500.700; D01.496.749.945; D01.496.920.700
Xenopus,D014981,B01.050.150.900.090.180.610.500
Xenopus laevis,D014982,B01.050.150.900.090.180.610.500.562
Xeroderma Pigmentosum,D014983,C04.834.867; C16.131.831.936; C16.320.850.970; C17.800.600.925; C17.800.621.936; C17.800.804.936; C17.800.827.970; C18.452.284.975
Xeromammography,D014984,E01.370.350.700.500.975; E01.370.350.700.975.975
Xerophthalmia,D014985,C11.187.810; C11.496.260.892
Xeroradiography,D014986,E01.370.350.700.975
Xerostomia,D014987,C07.465.815.929
Xipamide,D014988,D02.065.884.975; D02.886.590.700.975
Xiphoid Bone,D014989,A02.835.232.570.750.825
Xylans,D014990,D09.698.925
Xylazine,D014991,D02.886.665.985; D03.383.855.985
Xylenes,D014992,D02.455.426.559.389.948
Xylitol,D014993,D02.033.800.936; D09.853.936
Xylose,D014994,D09.947.875.627.867
Xylosidases,D014995,D08.811.277.450.950
Xylulose,D014996,D09.947.875.465.920; D09.947.875.627.885
XYY Karyotype,D014997,C23.550.210.024.500; C23.550.210.815.970; G05.360.162.679.500.500; G05.365.590.175.024.500; G05.365.590.175.815.970
Y Chromosome,D014998,A11.284.187.865.983; G05.360.162.865.983
Yaba monkey tumor virus,D014999,B04.280.210.950.950; B04.280.650.160.980.950; B04.613.204.950.950
Yawning,D015000,G09.772.982
Yaws,D015001,C01.150.252.400.794.840.750; C01.150.252.400.840.750; C01.150.252.819.910; C01.800.720.910; C17.800.838.765.910
"Yeast, Dried",D015002,G07.203.300.456.933; J02.500.456.933
Yeasts,D015003,B01.300.930
Yellow Fever,D015004,C01.920.852.875; C01.925.081.980; C01.925.782.350.250.980; C01.925.782.417.881
Yellow fever virus,D015005,B04.820.578.344.350.990
Yemen,D015006,Z01.252.245.500.950
Yersinia,D015007,B03.440.450.425.900; B03.660.250.150.950
Yersinia enterocolitica,D015008,B03.440.450.425.900.300; B03.660.250.150.950.160
Yersinia Infections,D015009,C01.150.252.400.310.980
Yersinia pestis,D015010,B03.440.450.425.900.600; B03.660.250.150.950.580
Yersinia pseudotuberculosis,D015011,B03.440.450.425.900.615; B03.660.250.150.950.590
Yersinia pseudotuberculosis Infections,D015012,C01.150.252.400.310.980.780
Yoga,D015013,E02.190.525.937; E02.190.901.984; E02.779.474.937; K01.844.799.867
Yogurt,D015014,G07.203.100.700.313.888; G07.203.200.500.888; G07.203.300.350.300.888; J02.350.500.888; J02.500.350.300.888
Yohimbine,D015016,D03.132.436.681.933; D03.633.100.473.402.681.933; D03.633.100.496.500.500.681.933
Yolk Sac,D015017,A10.615.284.981; A16.254.750.981; A16.331.800
Ytterbium,D015018,D01.268.558.362.992; D01.552.550.399.992
Yttrium,D015019,D01.268.558.975; D01.268.956.890; D01.552.550.975
Yttrium Isotopes,D015020,D01.268.558.975.500; D01.268.956.890.500; D01.496.943; D01.552.550.975.500
Yttrium Radioisotopes,D015021,D01.268.558.975.500.800; D01.268.956.890.500.800; D01.496.749.960; D01.496.943.800; D01.552.550.975.500.800
Yugoslavia,D015022,Z01.586.980
Democratic Republic of the Congo,D015023,Z01.058.290.100.220
Zambia,D015024,Z01.058.290.175.920
Zearalenone,D015025,D02.455.426.559.389.657.852.900; D02.540.950; D23.946.587.989
Zeatin,D015026,D03.633.100.759.138.525.700
Zebrafish,D015027,B01.050.150.900.493.200.244.828
Zein,D015028,D12.776.765.433.500.750; D12.776.765.725.500.750
Zeranol,D015029,D02.455.426.559.389.657.852.900.975; D02.540.950.975
Zimbabwe,D015030,Z01.058.290.175.960
Zimeldine,D015031,D03.383.725.620.129.960
Zinc,D015032,D01.268.556.940; D01.268.956.906; D01.552.544.940
Zinc Isotopes,D015033,D01.268.556.940.500; D01.268.956.906.500; D01.496.966; D01.552.544.940.500
Zinc Oxide,D015034,D01.650.550.975; D01.975.975
Zinc Oxide-Eugenol Cement,D015035,D25.339.291.925; J01.637.051.339.291.925
Zinc Phosphate Cement,D015036,D25.339.291.950; J01.637.051.339.291.950
Zinc Radioisotopes,D015037,D01.268.556.940.500.800; D01.268.956.906.500.800; D01.496.749.980; D01.496.966.800; D01.552.544.940.500.800
Zineb,D015038,D02.241.081.251.869.265.908; D02.691.975; D02.886.706.250.950
Ziram,D015039,D02.241.081.251.869.210.925; D02.886.706.175.950
Zirconium,D015040,D01.268.556.950; D01.268.956.937; D01.552.544.950
Zolazepam,D015041,D03.633.100.964
Zollinger-Ellison Syndrome,D015043,C04.730.713.988; C06.301.371.883; C06.405.249.883; C06.405.469.275.800.924; C06.405.469.965; C06.405.748.586.924; C06.405.748.947
Zona Pellucida,D015044,A05.360.490.690.950; A11.284.295.310.990; A11.497.497.900; A16.690.900
Zoogloea,D015045,B03.440.400.425.983; B03.660.075.655.975
Zoology,D015046,H01.158.273.943
Zoonoses,D015047,C01.973; C22.969
Zooplankton,D015048,B05.080.500.980
Zoxazolamine,D015049,D03.633.100.221.950
Zygoma,D015050,A02.835.232.781.324.995
Zygomatic Fractures,D015051,C10.900.300.284.500.950; C26.404.750.959; C26.915.300.425.500.950
Zygote,D015053,A05.360.490.690.970; A11.497.497.950; A16.950
Zymosan,D015054,D09.698.365.089.750
1-Carboxyglutamic Acid,D015055,D02.241.081.901.400; D12.125.067.625.174; D12.125.119.409.174
1-Methyl-3-isobutylxanthine,D015056,D03.633.100.759.758.824.751.500
1-Naphthylamine,D015057,D02.092.705; D02.455.426.559.847.638.845; D04.615.638.845
1-Naphthylisothiocyanate,D015058,D02.455.426.559.847.638.870; D02.500.375.625; D02.886.250.625; D04.615.638.870
1-Sarcosine-8-Isoleucine Angiotensin II,D015059,D12.644.456.073.041.815; D23.469.050.050.050.725
"1,2-Dipalmitoylphosphatidylcholine",D015060,D10.570.755.375.760.400.800.224
"1,4-alpha-Glucan Branching Enzyme",D015061,D08.811.913.400.450.460.100
11-Hydroxycorticosteroids,D015062,D06.472.040.585.353
"16,16-Dimethylprostaglandin E2",D015064,D10.251.355.255.550.775.450.300; D23.469.050.175.725.775.450.300; D23.469.700.660.200
17-Hydroxycorticosteroids,D015065,D06.472.040.585.478
17-Hydroxysteroid Dehydrogenases,D015067,D08.811.682.047.436.375
17-Ketosteroids,D015068,D04.210.500.578.502; D06.472.040.502
18-Hydroxycorticosterone,D015069,D04.210.500.745.745.654.237.400; D06.472.040.585.353.500
18-Hydroxydesoxycorticosterone,D015070,D04.210.500.745.745.654.339.400; D06.472.040.585.611.400
19-Iodocholesterol,D015071,D04.210.500.247.222.284.510; D04.210.500.247.808.197.580; D10.570.938.208.627
2-Acetolactate Mutase,D015072,D08.811.399.520.100
2-Acetylaminofluorene,D015073,D02.065.064.150; D02.241.081.018.110.080; D02.455.426.559.847.389.050; D04.615.389.050
2-Aminoadipic Acid,D015074,D02.241.081.337.052.075; D12.125.119.075
2-Aminopurine,D015075,D03.633.100.759.138.050
2-Hydroxy-5-nitrobenzyl Bromide,D015077,D02.455.426.559.389.140.400; D02.455.426.559.389.657.566.400; D02.640.743.400
2-Hydroxyphenethylamine,D015078,D02.033.100.291.410; D02.092.063.291.410; D02.092.211.215.581; D02.092.471.683.545
2-Isopropylmalate Synthase,D015079,D08.811.913.050.614
Mesna,D015080,D02.455.326.146.100.050.490; D02.886.489.590; D02.886.645.600.055.050.500
